RR,DET,NRLINE,maxL,L,ENTR,rENTR,LAM,TT,Metric,Condition,V12
0.000213590013832835,NA,0,0,0,NA,NA,0,0,HR,Conversation,5
4.97448963069228,9.7534316455206,70983,5,2.0578870997281,0.224406216428207,0.161874867792815,14.6900735672154,2.05434427377562,HR,Synchronous,5
0.0146524359640395,8.42723004694836,179,3,2.00558659217877,0.0345507670028156,0.0498462202138721,10.4929577464789,2.04109589041096,HR,TurnTaking,5
4.5571878038626,9.02734978163913,59592,6,2.05728956906967,0.222714711643209,0.138380430784296,16.7310593760424,2.05731359500204,RESP,Conversation,5
4.12954575747106,8.13870298093043,48479,5,2.05088801336661,0.203660020949405,0.146909651125525,15.151043849539,2.03794234877012,RESP,Synchronous,5
4.27542182351893,8.52979057333687,53087,5,2.05468382089777,0.215061547394021,0.155134113955631,14.9517859642455,2.03265861541078,RESP,TurnTaking,5
2.51164486653524,4.30834582907417,16001,4,2.0308730704331,0.138687887748473,0.126239155686679,4.18875794324746,2.11387662250769,ECG,Conversation,6
5.22697654814057,8.77675378094106,64600,5,2.05549535603715,0.217452461036609,0.156858793583308,10.7335035563749,2.19735595789018,ECG,Synchronous,6
3.96931144830506,6.76807075144626,39171,5,2.04082101554722,0.172157259886949,0.124185212545967,7.9851906914369,2.14766827579925,ECG,TurnTaking,6
0.00523535737222823,NA,0,0,0,NA,NA,0,0,HR,Conversation,6
5.05840794989907,8.97325379731617,68486,5,2.04885670063955,0.197442459400483,0.142424628518999,8.87048708989241,2.09602889177672,HR,Synchronous,6
0.000495543042349678,NA,0,0,0,NA,NA,0,0,HR,TurnTaking,6
4.68773935543102,7.75915069810887,54449,5,2.04433506584143,0.183444467497978,0.132327211768925,6.75656459336814,2.10504712678626,RESP,Conversation,6
4.25959076489138,7.0638370210678,44866,4,2.03755627869656,0.161453146451518,0.146960987162499,6.21772507929885,2.1537699740371,RESP,Synchronous,6
4.48833298321886,7.32450947962186,49574,5,2.03677330858918,0.158900634033289,0.114622578356969,5.89407893591462,2.12985923615298,RESP,TurnTaking,6
6.30702576326244,13.2537419590367,120950,7,2.0891360066143,0.308477224532233,0.172164417060474,41.017305118102,2.55175361883753,ECG,Conversation,7
9.50609717677056,19.0010559852704,249562,6,2.10895488896547,0.356143238933092,0.221284236056341,35.0129335631831,2.37675959691017,ECG,Synchronous,7
8.491330077801,20.0375078141279,239987,12,2.1236483642864,0.38895806523679,0.199884904976532,33.1998018455103,2.30918393576933,ECG,TurnTaking,7
0.00702796138222127,3.59309379374708,35,8,2.2,0.258640932106732,0.235425122014876,0,NaN,HR,Conversation,7
7.54299885543794,16.979805576209,189378,7,2.10428349649907,0.34525228034072,0.192688966499206,24.7245449916593,2.17629983010228,HR,Synchronous,7
0.00574787409321715,0.347222222222222,3,2,2,0,NaN,0,NaN,HR,TurnTaking,7
8.74345264183102,20.9846123684744,263715,9,2.14306353449747,0.430581251096081,0.221274991193769,34.6950581501128,2.38554389118092,RESP,Conversation,7
8.18737512630433,19.4976541403714,229558,7,2.12659545735718,0.395755489837066,0.220875344394061,35.1935259306654,2.40144877374765,RESP,Synchronous,7
8.3490923088867,19.2108887816955,232260,8,2.13482304314131,0.413651067829022,0.212574598076812,36.9022531920705,2.42955569273467,RESP,TurnTaking,7
2.38140433327733,6.05901222502737,26391,4,2.02974498882195,0.13466950054841,0.122581462029407,13.7044049913583,2.08395397237655,ECG,Conversation,8
4.51498158942817,10.4699485632427,82662,5,2.05391836635939,0.21269355040348,0.153425965198084,21.4330511228704,2.1466450082763,ECG,Synchronous,8
3.62390110498942,8.40803301699788,54938,5,2.0421566129091,0.176377734630673,0.127229641537451,20.4088454018195,2.11961580971061,ECG,TurnTaking,8
0.00222087473119999,NA,0,0,0,NA,NA,0,0,HR,Conversation,8
4.7176831720859,9.15010538366161,80191,5,2.05126510456286,0.204840566706511,0.147761234880184,13.8221978209028,2.0737068749687,HR,Synchronous,8
0.000438524258674741,NA,0,0,0,NA,NA,0,0,HR,TurnTaking,8
4.2169538565227,8.86065694737074,68683,5,2.05427835126596,0.213850381471842,0.15426044242082,18.4389257488076,2.12858582416865,RESP,Conversation,8
3.86961166180758,8.15053154592277,57638,5,2.05284708005136,0.209539529730684,0.151150820206331,17.2207377649377,2.1180632042701,RESP,Synchronous,8
4.02497358715184,8.65615789908593,64045,5,2.06091029744711,0.233119851230153,0.168160426651257,17.8415578998729,2.09610983981693,RESP,TurnTaking,8
3.96774163789146,8.61242255835177,62403,6,2.05972469272311,0.229725087406791,0.1427362221506,15.2236577786057,2.06552965562384,ECG,Conversation,9
