RR,DET,NRLINE,maxL,L,ENTR,rENTR,LAM,TT,Metric,Condition,V12
1.31053981648379,87.0672226139171,114222,109,3.26506277249567,1.5381445148598,0.395224958255787,93.589174903931,3.9458049529509,ECG,Conversation,1
2.73845683686971,90.8515258066532,218924,54,3.58553196543092,1.71922598763969,0.491698060826907,95.9775556075102,4.51719178977644,ECG,Synchronous,1
1.7340237608331,88.3505635417334,148814,127,3.33541871060519,1.57784025138996,0.391975750844716,94.7093648318631,4.20700533702313,ECG,TurnTaking,1
0.264370235323006,97.7035370808181,7626,76,11.1635195384212,3.24136437140623,0.794931846978074,98.1373516652512,6.65299929977437,HR,Conversation,1
4.58248005539855,49.4366058162852,250425,23,3.04003194569233,1.40516898062605,0.454593879517694,58.2057752449427,2.97479356945624,HR,Synchronous,1
0.0241351068951174,90.2637950809226,1347,117,5.25835189309577,1.80383157963252,0.46596174534721,93.5899069708169,4.56149068322981,HR,TurnTaking,1
3.76633635866033,77.1071601802331,292688,33,3.30225017766359,1.55039966378492,0.460428706613267,87.6112096805075,3.72215575356812,RESP,Conversation,1
3.40812975679617,74.4457889190631,260413,27,3.22016565993249,1.50547357961818,0.462071507719166,85.4957427107627,3.6015033657442,RESP,Synchronous,1
3.41338272083878,74.76100080529,262814,40,3.24277626001659,1.51014517463669,0.418216423405437,85.0788885945321,3.60678093424718,RESP,TurnTaking,1
0.977067076888412,90.9904295725859,73795,64,3.54170336743682,1.68871267662326,0.425337157416319,96.8270325408458,5.10799096402138,ECG,Conversation,2
2.06968486161617,93.304970394619,144767,26,3.77823675285113,1.81091086812713,0.562591092870531,97.41850630575,5.5814030766825,ECG,Synchronous,2
1.41672459280815,92.0563759820481,105422,58,3.60340346417256,1.72618066097046,0.450859843534416,96.8906455224423,5.32392809587217,ECG,TurnTaking,2
0.237702551232823,98.2553191489362,6792,75,10.1987632508834,3.13590195943364,0.74848696432606,97.8794326241135,5.55059523809524,HR,Conversation,2
4.35930835632818,51.1850111772061,223311,27,3.02476367039689,1.39174165321656,0.437922617901091,73.0910468684879,3.67947906096696,HR,Synchronous,2
0.0243709315295173,94.919298245614,1049,67,6.44709246901811,2.28658988163873,0.611768860054815,96.0140350877193,4.72118702553485,HR,TurnTaking,2
3.34652041623944,81.3597081695377,246071,38,3.31552275562744,1.5708725211273,0.46185867647576,93.6046407266243,4.67184132593385,RESP,Conversation,2
3.05130592511641,79.6364217287596,223911,36,3.22813975195502,1.52121253246608,0.44725793941505,92.8802560472431,4.50990493615155,RESP,Synchronous,2
3.13511662599401,79.9292155912365,225988,37,3.33479211285555,1.57139735110481,0.438506780093038,93.6163578377771,4.63828020724953,RESP,TurnTaking,2
1.60011189351923,86.2315970508685,126031,45,3.2304194999643,1.52302898446428,0.418692208950686,93.1670546173902,3.88132213320157,ECG,Conversation,4
2.88056119431208,89.1629525612064,216751,24,3.36884258896153,1.6095592789203,0.520717299489552,94.8460833994749,4.19167215308733,ECG,Synchronous,4
2.51445760619167,88.7265717884748,194033,45,3.36151582462777,1.60758519770647,0.477411335051286,94.5956975614799,4.07547413085777,ECG,TurnTaking,4
0.247363471891367,96.0304203164256,7152,54,9.88702460850112,3.065398882897,0.772084005318003,96.9701908060026,5.84703570258762,HR,Conversation,4
4.68581479964021,47.6493185478744,227035,21,2.98790935318343,1.37046233733196,0.457471566945505,55.5150805920833,3.04365959609963,HR,Synchronous,4
0.0252113821722813,86.9964855366315,1542,54,4.17380025940337,1.77193549198662,0.526219132933664,89.9837793998378,3.65970313358988,HR,TurnTaking,4
4.06939410238444,76.9986272715388,295956,31,3.18405438646285,1.4855312269901,0.455950647764477,86.7979474441103,3.54180239594829,RESP,Conversation,4
3.58508922504068,74.5575934353509,256033,25,3.11685993602387,1.44700871360913,0.455312839509301,84.6995204323116,3.40101816108254,RESP,Synchronous,4
3.85798970025082,76.2593634848351,274560,34,3.23440413752914,1.50897458677383,0.4315662300873,85.8442743948675,3.62506074078372,RESP,TurnTaking,4
1.20442682835603,82.9209762525488,100189,51,2.91432193154937,1.320227326773,0.396202370755324,92.9456267998023,3.7665377710261,ECG,Conversation,5
2.38149080417518,86.2322935194393,183257,27,3.15614137522714,1.48514737012777,0.473656549127988,94.7713607134923,4.21468638111656,ECG,Synchronous,5
1.72045607797631,84.5549076344548,140122,53,3.00720800445326,1.38901797907257,0.431522697564591,93.9166763654168,4.0023773281568,ECG,TurnTaking,5
0.0984209222470985,95.1429555632105,3245,71,8.5115562403698,2.86076689984941,0.717166793964343,93.8339648639339,3.45641416063951,HR,Conversation,5
4.50917520674229,43.9092211537399,204130,20,2.92022240728947,1.32634898108996,0.450458980632515,59.1859809882991,3.15313194101073,HR,Synchronous,5
0.00754290893641751,83.0369357045144,454,40,4.01101321585903,1.35020151235552,0.405197672661612,87.6424988600091,2.98447204968944,HR,TurnTaking,5
3.60295122114827,70.9724467823534,249343,23,3.05616760847507,1.40079938823745,0.453180248856021,84.8176033618204,3.63611318509764,RESP,Conversation,5
3.28886582136917,68.9309471537696,225162,23,2.97853989571953,1.34961294930331,0.436620644869178,83.4492710723007,3.51045256244514,RESP,Synchronous,5
3.40672794591742,69.9410472142429,236924,31,3.00798990393544,1.36462096889968,0.409524975052606,84.0606663127079,3.61887479614341,RESP,TurnTaking,5
1.35605919335074,90.1601060825578,102510,62,3.58168959125939,1.70112750035888,0.420753383439038,96.8882449721288,5.42027392743808,ECG,Conversation,6
